Record_Number,Channel,CAN_ID_Hex,Frame_Type,Length,Timestamp,Data_Hex,First_4_Bytes,Float_Value
78,0,0x110,STD,8,2026-01-28T18:40:42.821224,03 00 03 00 A4 EF 30 48,03000300,0.000000
79,0,0x10F,STD,8,2026-01-28T18:40:42.878237,03 00 03 00 CF 8F 12 3D,03000300,0.000000
80,0,0x110,STD,8,2026-01-28T18:40:42.902242,03 00 03 00 6B 19 AD 48,03000300,0.000000
81,0,0x10F,STD,8,2026-01-28T18:40:42.959255,03 00 03 00 BF 98 40 3D,03000300,0.000000
82,0,0x110,STD,8,2026-01-28T18:40:42.983260,03 00 03 00 92 25 D9 48,03000300,0.000000
83,0,0x10F,STD,8,2026-01-28T18:40:43.029271,03 00 02 00 BE CA 2A 41,03000200,0.000000
84,0,0x10F,STD,8,2026-01-28T18:40:43.029271,03 00 02 00 FA A5 36 41,03000200,0.000000
85,0,0x110,STD,8,2026-01-28T18:40:43.029271,03 00 01 00 00 00 00 00,03000100,0.000000
86,0,0x110,STD,8,2026-01-28T18:40:43.029271,03 00 02 00 FA A5 36 41,03000200,0.000000
87,0,0x10F,STD,8,2026-01-28T18:40:43.031271,03 00 03 00 94 CA 47 3D,03000300,0.000000
88,0,0x110,STD,8,2026-01-28T18:40:43.055276,03 00 03 00 10 57 A9 48,03000300,0.000000
89,0,0x10F,STD,8,2026-01-28T18:40:43.112289,03 00 03 00 F3 CA 68 3D,03000300,0.000000
90,0,0x110,STD,8,2026-01-28T18:40:43.136294,03 00 03 00 E2 FA DA 48,03000300,0.000000
91,0,0x10F,STD,8,2026-01-28T18:40:43.193308,03 00 03 00 62 6B 78 3D,03000300,0.000000
92,0,0x110,STD,8,2026-01-28T18:40:43.217313,03 00 03 00 75 F0 A8 48,03000300,0.000000
93,0,0x10F,STD,8,2026-01-28T18:40:43.273998,03 00 03 00 5D 92 23 3D,03000300,0.000000
94,0,0x110,STD,8,2026-01-28T18:40:43.298005,03 00 03 00 D8 D7 85 48,03000300,0.000000
95,0,0x10F,STD,8,2026-01-28T18:40:43.355018,03 00 03 00 E9 87 8A 3D,03000300,0.000000
96,0,0x110,STD,8,2026-01-28T18:40:43.379001,03 00 03 00 D6 E9 84 48,03000300,0.000000
97,0,0x10F,STD,8,2026-01-28T18:40:43.435205,03 00 03 00 B5 81 3B 3D,03000300,0.000000
98,0,0x110,STD,8,2026-01-28T18:40:43.458958,03 00 03 00 E6 A5 DB 47,03000300,0.000000
99,0,0x10F,STD,8,2026-01-28T18:40:43.514994,03 00 03 00 11 08 37 3D,03000300,0.000000
100,0,0x110,STD,8,2026-01-28T18:40:43.538999,03 00 03 00 47 FD 9E 47,03000300,0.000000
101,0,0x10F,STD,8,2026-01-28T18:40:43.596013,03 00 03 00 90 9B 7E 3D,03000300,0.000000
102,0,0x110,STD,8,2026-01-28T18:40:43.620017,03 00 03 00 90 ED A7 48,03000300,0.000000
103,0,0x10F,STD,8,2026-01-28T18:40:43.677031,03 00 03 00 99 EE 1F 3D,03000300,0.000000
104,0,0x110,STD,8,2026-01-28T18:40:43.701036,03 00 03 00 06 5D B3 48,03000300,0.000000
105,0,0x10F,STD,8,2026-01-28T18:40:43.757628,03 00 03 00 41 75 82 3D,03000300,0.000000
106,0,0x110,STD,8,2026-01-28T18:40:43.780916,03 00 03 00 66 62 37 48,03000300,0.000000
107,0,0x10F,STD,8,2026-01-28T18:40:43.837929,03 00 03 00 0D 7B 0D 3D,03000300,0.000000
108,0,0x110,STD,8,2026-01-28T18:40:43.861935,03 00 03 00 64 E6 85 48,03000300,0.000000
109,0,0x10F,STD,8,2026-01-28T18:40:43.907945,03 00 03 00 49 52 0E 3D,03000300,0.000000
110,0,0x110,STD,8,2026-01-28T18:40:43.942953,03 00 03 00 58 B6 A7 48,03000300,0.000000
111,0,0x10F,STD,8,2026-01-28T18:40:43.987977,03 00 03 00 80 04 23 3D,03000300,0.000000
112,0,0x110,STD,8,2026-01-28T18:40:44.011982,03 00 03 00 6F EC 78 48,03000300,0.000000
113,0,0x10F,STD,8,2026-01-28T18:40:44.068995,03 00 01 00 00 00 00 00,03000100,0.000000
114,0,0x10F,STD,8,2026-01-28T18:40:44.068995,03 00 01 00 00 00 00 00,03000100,0.000000
115,0,0x110,STD,8,2026-01-28T18:40:44.068995,03 00 01 00 00 00 00 00,03000100,0.000000
116,0,0x10F,STD,8,2026-01-28T18:40:44.068995,03 00 02 00 12 BC 39 41,03000200,0.000000
117,0,0x10F,STD,8,2026-01-28T18:40:44.068995,03 00 03 00 EF 1B B0 3C,03000300,0.000000
118,0,0x110,STD,8,2026-01-28T18:40:44.092579,03 00 03 00 BB D1 1E 49,03000300,0.000000
119,0,0x10F,STD,8,2026-01-28T18:40:44.149593,03 00 03 00 A5 1D 25 3D,03000300,0.000000
120,0,0x110,STD,8,2026-01-28T18:40:44.173598,03 00 03 00 49 97 C5 48,03000300,0.000000
121,0,0x10F,STD,8,2026-01-28T18:40:44.230611,03 00 03 00 74 24 0D 3D,03000300,0.000000
122,0,0x110,STD,8,2026-01-28T18:40:44.254616,03 00 03 00 4C 31 D3 48,03000300,0.000000
123,0,0x10F,STD,8,2026-01-28T18:40:44.310970,03 00 03 00 CB 92 1E 3D,03000300,0.000000
124,0,0x110,STD,8,2026-01-28T18:40:44.333969,03 00 03 00 24 C5 11 49,03000300,0.000000
125,0,0x10F,STD,8,2026-01-28T18:40:44.390982,03 00 03 00 AD F8 02 3D,03000300,0.000000
126,0,0x110,STD,8,2026-01-28T18:40:44.414936,03 00 03 00 E3 33 93 48,03000300,0.000000
127,0,0x10F,STD,8,2026-01-28T18:40:44.470812,03 00 03 00 E4 6C 2F 3D,03000300,0.000000
128,0,0x110,STD,8,2026-01-28T18:40:44.494387,03 00 03 00 DE 86 1A 49,03000300,0.000000
129,0,0x10F,STD,8,2026-01-28T18:40:44.549974,03 00 03 00 87 5B 31 3D,03000300,0.000000
130,0,0x110,STD,8,2026-01-28T18:40:44.573980,03 00 03 00 78 5A BA 48,03000300,0.000000
131,0,0x10F,STD,8,2026-01-28T18:40:44.630500,03 00 03 00 12 02 29 3D,03000300,0.000000
132,0,0x110,STD,8,2026-01-28T18:40:44.654505,03 00 03 00 EC AF C5 48,03000300,0.000000
133,0,0x10F,STD,8,2026-01-28T18:40:44.711377,03 00 03 00 2B 25 69 3D,03000300,0.000000
134,0,0x110,STD,8,2026-01-28T18:40:44.734886,03 00 03 00 AE 8D EF 48,03000300,0.000000
135,0,0x10F,STD,8,2026-01-28T18:40:44.791899,03 00 03 00 3A 56 1A 3D,03000300,0.000000
136,0,0x110,STD,8,2026-01-28T18:40:44.815905,03 00 03 00 DF 46 46 48,03000300,0.000000
137,0,0x10F,STD,8,2026-01-28T18:40:44.871945,03 00 03 00 DB C9 58 3D,03000300,0.000000
138,0,0x110,STD,8,2026-01-28T18:40:44.895950,03 00 03 00 02 64 C2 48,03000300,0.000000
139,0,0x10F,STD,8,2026-01-28T18:40:44.952963,03 00 03 00 A8 5C 3B 3D,03000300,0.000000
140,0,0x110,STD,8,2026-01-28T18:40:44.976969,03 00 03 00 29 FA C0 48,03000300,0.000000
141,0,0x10F,STD,8,2026-01-28T18:40:45.033981,03 00 03 00 AF 4E 7D 3D,03000300,0.000000
142,0,0x110,STD,8,2026-01-28T18:40:45.057490,03 00 03 00 53 D9 4C 48,03000300,0.000000
143,0,0x10F,STD,8,2026-01-28T18:40:45.103500,03 00 03 00 B3 31 70 3D,03000300,0.000000
144,0,0x110,STD,8,2026-01-28T18:40:45.116503,03 00 02 00 12 BC 39 41,03000200,0.000000
145,0,0x10F,STD,8,2026-01-28T18:40:45.116503,03 00 02 00 6C 1F 2E 41,03000200,0.000000
146,0,0x110,STD,8,2026-01-28T18:40:45.116503,03 00 02 00 6C 1F 2E 41,03000200,0.000000
147,0,0x10F,STD,8,2026-01-28T18:40:45.116503,03 00 01 00 00 00 00 00,03000100,0.000000
148,0,0x110,STD,8,2026-01-28T18:40:45.129008,03 00 03 00 67 50 46 48,03000300,0.000000
149,0,0x10F,STD,8,2026-01-28T18:40:45.186021,03 00 03 00 C0 11 5B 3D,03000300,0.000000
150,0,0x110,STD,8,2026-01-28T18:40:45.210027,03 00 03 00 C8 C6 88 48,03000300,0.000000
151,0,0x10F,STD,8,2026-01-28T18:40:45.267040,03 00 03 00 D8 23 78 3D,03000300,0.000000
152,0,0x110,STD,8,2026-01-28T18:40:45.291044,03 00 03 00 61 93 6A 48,03000300,0.000000
153,0,0x10F,STD,8,2026-01-28T18:40:45.348057,03 00 03 00 14 2D 49 3D,03000300,0.000000
154,0,0x110,STD,8,2026-01-28T18:40:45.372063,03 00 03 00 C3 ED 25 48,03000300,0.000000
155,0,0x10F,STD,8,2026-01-28T18:40:45.428541,03 00 03 00 95 95 9E 3D,03000300,0.000000
156,0,0x110,STD,8,2026-01-28T18:40:45.451933,03 00 03 00 3B DC 1B 48,03000300,0.000000
157,0,0x10F,STD,8,2026-01-28T18:40:45.508530,03 00 03 00 DE 51 82 3D,03000300,0.000000
158,0,0x110,STD,8,2026-01-28T18:40:45.532536,03 00 03 00 1D 7B 09 48,03000300,0.000000
159,0,0x10F,STD,8,2026-01-28T18:40:45.589548,03 00 03 00 09 DE BC 3D,03000300,0.000000
160,0,0x110,STD,8,2026-01-28T18:40:45.613553,03 00 03 00 CD CA 06 48,03000300,0.000000
161,0,0x10F,STD,8,2026-01-28T18:40:45.669929,03 00 03 00 C3 F7 B4 3D,03000300,0.000000
162,0,0x110,STD,8,2026-01-28T18:40:45.693934,03 00 03 00 BE B8 8C 48,03000300,0.000000
163,0,0x10F,STD,8,2026-01-28T18:40:45.750947,03 00 03 00 B9 70 B3 3D,03000300,0.000000
164,0,0x110,STD,8,2026-01-28T18:40:45.774953,03 00 03 00 B3 E5 F3 47,03000300,0.000000
165,0,0x10F,STD,8,2026-01-28T18:40:45.831265,03 00 03 00 C3 F6 BA 3D,03000300,0.000000
166,0,0x110,STD,8,2026-01-28T18:40:45.855270,03 00 03 00 E8 B7 80 48,03000300,0.000000
167,0,0x10F,STD,8,2026-01-28T18:40:45.901281,03 00 03 00 6B 61 56 3D,03000300,0.000000
168,0,0x110,STD,8,2026-01-28T18:40:45.925287,03 00 03 00 77 49 AE 48,03000300,0.000000
169,0,0x10F,STD,8,2026-01-28T18:40:45.981340,03 00 03 00 89 1B AC 3D,03000300,0.000000
170,0,0x110,STD,8,2026-01-28T18:40:46.005345,03 00 03 00 4C 79 F8 47,03000300,0.000000
171,0,0x10F,STD,8,2026-01-28T18:40:46.062359,03 00 03 00 3A 30 09 3D,03000300,0.000000
172,0,0x110,STD,8,2026-01-28T18:40:46.086364,03 00 03 00 A2 52 4A 48,03000300,0.000000
173,0,0x10F,STD,8,2026-01-28T18:40:46.142888,03 00 03 00 61 20 9D 3D,03000300,0.000000
174,0,0x110,STD,8,2026-01-28T18:40:46.142888,03 00 01 00 00 00 00 00,03000100,0.000000
175,0,0x110,STD,8,2026-01-28T18:40:46.143488,03 00 02 00 E1 BB 2E 41,03000200,0.000000
176,0,0x10F,STD,8,2026-01-28T18:40:46.145041,03 00 01 00 00 00 00 00,03000100,0.000000
177,0,0x110,STD,8,2026-01-28T18:40:46.145041,03 00 01 00 00 00 00 00,03000100,0.000000
178,0,0x110,STD,8,2026-01-28T18:40:46.168549,03 00 03 00 63 F7 C2 47,03000300,0.000000
179,0,0x10F,STD,8,2026-01-28T18:40:46.225335,03 00 03 00 9C 68 3E 3D,03000300,0.000000
180,0,0x110,STD,8,2026-01-28T18:40:46.249340,03 00 03 00 F3 15 0C 48,03000300,0.000000
181,0,0x10F,STD,8,2026-01-28T18:40:46.306353,03 00 03 00 5D F2 8B 3D,03000300,0.000000
182,0,0x110,STD,8,2026-01-28T18:40:46.329913,03 00 03 00 A4 D4 A1 48,03000300,0.000000
183,0,0x10F,STD,8,2026-01-28T18:40:46.386926,03 00 03 00 25 83 C1 3D,03000300,0.000000
184,0,0x110,STD,8,2026-01-28T18:40:46.410901,03 00 03 00 D9 A4 7D 48,03000300,0.000000
185,0,0x10F,STD,8,2026-01-28T18:40:46.467917,03 00 03 00 1C D9 29 3D,03000300,0.000000
186,0,0x110,STD,8,2026-01-28T18:40:46.491922,03 00 03 00 5C 64 8D 48,03000300,0.000000
187,0,0x10F,STD,8,2026-01-28T18:40:46.548935,03 00 03 00 7A 10 BC 3D,03000300,0.000000
188,0,0x110,STD,8,2026-01-28T18:40:46.561938,03 00 03 00 27 E6 AE 48,03000300,0.000000
189,0,0x10F,STD,8,2026-01-28T18:40:46.618951,03 00 03 00 D1 96 19 3D,03000300,0.000000
190,0,0x110,STD,8,2026-01-28T18:40:46.642956,03 00 03 00 EF FB 58 48,03000300,0.000000
191,0,0x10F,STD,8,2026-01-28T18:40:46.699969,03 00 03 00 C6 8F 97 3D,03000300,0.000000
192,0,0x110,STD,8,2026-01-28T18:40:46.723453,03 00 03 00 1C 32 87 48,03000300,0.000000
193,0,0x10F,STD,8,2026-01-28T18:40:46.780466,03 00 03 00 8A 9B 78 3D,03000300,0.000000
194,0,0x110,STD,8,2026-01-28T18:40:46.804472,03 00 03 00 37 9F 16 49,03000300,0.000000
195,0,0x10F,STD,8,2026-01-28T18:40:46.861333,03 00 03 00 F4 19 2A 3D,03000300,0.000000
196,0,0x110,STD,8,2026-01-28T18:40:46.884442,03 00 03 00 E7 13 63 48,03000300,0.000000
197,0,0x10F,STD,8,2026-01-28T18:40:46.940584,03 00 03 00 25 96 A1 3D,03000300,0.000000
198,0,0x110,STD,8,2026-01-28T18:40:46.963893,03 00 03 00 DC A4 06 49,03000300,0.000000
199,0,0x10F,STD,8,2026-01-28T18:40:47.020436,03 00 03 00 D5 AC 37 3D,03000300,0.000000
200,0,0x110,STD,8,2026-01-28T18:40:47.044441,03 00 03 00 97 D9 A1 48,03000300,0.000000
201,0,0x10F,STD,8,2026-01-28T18:40:47.101454,03 00 03 00 26 02 4C 3D,03000300,0.000000
202,0,0x110,STD,8,2026-01-28T18:40:47.125460,03 00 03 00 92 25 53 48,03000300,0.000000
203,0,0x10F,STD,8,2026-01-28T18:40:47.181339,03 00 03 00 8A EE 59 3D,03000300,0.000000
204,0,0x10F,STD,8,2026-01-28T18:40:47.193846,03 00 02 00 E1 BB 2E 41,03000200,0.000000
205,0,0x10F,STD,8,2026-01-28T18:40:47.193846,03 00 02 00 F8 7F 3F 41,03000200,0.000000
206,0,0x110,STD,8,2026-01-28T18:40:47.193846,03 00 02 00 F8 7F 3F 41,03000200,0.000000
207,0,0x10F,STD,8,2026-01-28T18:40:47.193846,03 00 01 00 00 00 00 00,03000100,0.000000
208,0,0x110,STD,8,2026-01-28T18:40:47.206849,03 00 03 00 C6 5F 9C 48,03000300,0.000000
209,0,0x10F,STD,8,2026-01-28T18:40:47.263862,03 00 03 00 E4 79 4E 3D,03000300,0.000000
210,0,0x110,STD,8,2026-01-28T18:40:47.287416,03 00 03 00 2C 23 70 48,03000300,0.000000
211,0,0x10F,STD,8,2026-01-28T18:40:47.344430,03 00 03 00 AC F1 48 3D,03000300,0.000000
212,0,0x110,STD,8,2026-01-28T18:40:47.368437,03 00 03 00 A4 6F 77 48,03000300,0.000000
213,0,0x10F,STD,8,2026-01-28T18:40:47.425259,03 00 03 00 96 85 48 3D,03000300,0.000000
214,0,0x110,STD,8,2026-01-28T18:40:47.449265,03 00 03 00 C5 EA 9C 48,03000300,0.000000
215,0,0x10F,STD,8,2026-01-28T18:40:47.494751,03 00 03 00 55 10 5F 3D,03000300,0.000000
216,0,0x110,STD,8,2026-01-28T18:40:47.518757,03 00 03 00 2B 8F 24 48,03000300,0.000000
217,0,0x10F,STD,8,2026-01-28T18:40:47.575770,03 00 03 00 CB D2 5E 3D,03000300,0.000000
218,0,0x110,STD,8,2026-01-28T18:40:47.598870,03 00 03 00 3A F2 FC 47,03000300,0.000000
219,0,0x10F,STD,8,2026-01-28T18:40:47.655871,03 00 03 00 B9 4C 86 3D,03000300,0.000000
220,0,0x110,STD,8,2026-01-28T18:40:47.679876,03 00 03 00 E5 0A 20 48,03000300,0.000000
221,0,0x10F,STD,8,2026-01-28T18:40:47.736864,03 00 03 00 D6 24 63 3D,03000300,0.000000
222,0,0x110,STD,8,2026-01-28T18:40:47.760870,03 00 03 00 4A 46 75 48,03000300,0.000000
223,0,0x10F,STD,8,2026-01-28T18:40:47.816929,03 00 03 00 82 A0 89 3D,03000300,0.000000
224,0,0x110,STD,8,2026-01-28T18:40:47.840934,03 00 03 00 C8 C5 21 48,03000300,0.000000
225,0,0x10F,STD,8,2026-01-28T18:40:47.897693,03 00 03 00 F9 C0 91 3D,03000300,0.000000
226,0,0x110,STD,8,2026-01-28T18:40:47.921698,03 00 03 00 EF 55 89 48,03000300,0.000000
227,0,0x10F,STD,8,2026-01-28T18:40:47.977676,03 00 03 00 69 DB 84 3D,03000300,0.000000
228,0,0x110,STD,8,2026-01-28T18:40:48.001682,03 00 03 00 83 B0 45 48,03000300,0.000000
229,0,0x10F,STD,8,2026-01-28T18:40:48.058695,03 00 03 00 C6 9C 82 3D,03000300,0.000000
230,0,0x110,STD,8,2026-01-28T18:40:48.082370,03 00 03 00 C1 9D 34 48,03000300,0.000000
231,0,0x10F,STD,8,2026-01-28T18:40:48.139274,03 00 03 00 6A C8 78 3D,03000300,0.000000
232,0,0x110,STD,8,2026-01-28T18:40:48.163279,03 00 03 00 3C 0D 8F 48,03000300,0.000000
233,0,0x10F,STD,8,2026-01-28T18:40:48.219861,03 00 03 00 A2 20 76 3D,03000300,0.000000
234,0,0x110,STD,8,2026-01-28T18:40:48.243866,03 00 03 00 6D E8 17 48,03000300,0.000000
235,0,0x110,STD,8,2026-01-28T18:40:48.243866,03 00 01 00 00 00 00 00,03000100,0.000000
236,0,0x10F,STD,8,2026-01-28T18:40:48.243866,03 00 02 00 FD 23 4C 41,03000200,0.000000
237,0,0x10F,STD,8,2026-01-28T18:40:48.243866,03 00 01 00 00 00 00 00,03000100,0.000000
238,0,0x110,STD,8,2026-01-28T18:40:48.243866,03 00 02 00 FD 23 4C 41,03000200,0.000000
239,0,0x10F,STD,8,2026-01-28T18:40:48.300879,03 00 03 00 B2 8A 1E 3D,03000300,0.000000
240,0,0x110,STD,8,2026-01-28T18:40:48.324884,03 00 03 00 07 EC D5 47,03000300,0.000000
241,0,0x10F,STD,8,2026-01-28T18:40:48.381897,03 00 03 00 F3 3F 34 3D,03000300,0.000000
242,0,0x110,STD,8,2026-01-28T18:40:48.405902,03 00 03 00 30 41 B6 48,03000300,0.000000
243,0,0x10F,STD,8,2026-01-28T18:40:48.451912,03 00 03 00 72 F9 28 3D,03000300,0.000000
244,0,0x110,STD,8,2026-01-28T18:40:48.475918,03 00 03 00 98 EB 7B 48,03000300,0.000000
245,0,0x10F,STD,8,2026-01-28T18:40:48.532931,03 00 03 00 C4 C0 14 3D,03000300,0.000000
246,0,0x110,STD,8,2026-01-28T18:40:48.556938,03 00 03 00 3A 04 FA 48,03000300,0.000000
